,4,5,Ave,BBI,Ct,Econ,Inns,Mat,Mdns,Overs,Player,Runs,SR,St,Wkts,team,year
13,,,,,,,,,,,"Kolkata Knight Riders v Kings XI Punjab at Bengaluru, Pepsi Indian Premier League final, Jun 1, 2014
[Twenty20]",,,,,KKR,2014
14,,,,,,,,,,,"Kings XI Punjab v Kolkata Knight Riders at Kolkata, Pepsi Indian Premier League 1st qualifying final, May 27-28, 2014
[Twenty20]",,,,,KKR,2014
15,,,,,,,,,,,"Kolkata Knight Riders v Sunrisers Hyderabad at Kolkata, Pepsi Indian Premier League 54th match, May 24, 2014
[Twenty20]",,,,,KKR,2014
0,0,0,23.82,3/24,7.0,6.13,17,17.0,2,66.0,AR Patel,405,23.2,0.0,17,KP,2014
1,0,0,40.33,2/26,1.0,7.56,4,4.0,0,16.0,Shivam Sharma,121,32.0,0.0,3,KP,2014
2,0,0,28.07,2/14,3.0,7.71,13,13.0,0,47.2,R Dhawan,365,21.8,0.0,13,KP,2014
3,1,0,14.90,4/54,1.0,8.20,5,5.0,0,20.0,Karanveer Singh,164,10.9,0.0,11,KP,2014
4,0,0,26.11,2/19,4.0,8.29,14,14.0,0,53.3,MG Johnson,444,18.8,0.0,17,KP,2014
5,1,0,24.91,4/13,0.0,8.79,9,9.0,0,34.0,L Balaji,299,17.0,0.0,12,KP,2014
6,0,0,19.66,3/15,1.0,8.81,11,11.0,2,40.1,Sandeep Sharma,354,13.3,0.0,18,KP,2014
7,0,0,35.00,2/15,0.0,10.42,7,7.0,1,23.3,P Awana,245,20.1,0.0,7,KP,2014
8,0,0,31.50,3/36,1.0,10.50,3,3.0,0,12.0,BE Hendricks,126,18.0,0.0,4,KP,2014
9,0,0,91.00,1/51,1.0,11.37,2,2.0,0,8.0,M Kartik,91,48.0,0.0,1,KP,2014
10,0,0,132.00,1/21,9.0,12.00,7,16.0,0,11.0,GJ Maxwell,132,66.0,0.0,1,KP,2014
11,0.0,0.0,0.0,0.0,8.0,0.0,0.0,17.0,0.0,0.0,GJ Bailey,0.0,0.0,0.0,0.0,KP,2014
12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,Mandeep Singh,0.0,0.0,0.0,0.0,KP,2014
13,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,SE Marsh,0.0,0.0,0.0,0.0,KP,2014
14,0.0,0.0,0.0,0.0,14.0,0.0,0.0,16.0,0.0,0.0,DA Miller,0.0,0.0,0.0,0.0,KP,2014
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,CA Pujara,0.0,0.0,0.0,0.0,KP,2014
16,0.0,0.0,0.0,0.0,8.0,0.0,0.0,17.0,0.0,0.0,WP Saha,0.0,0.0,4.0,0.0,KP,2014
17,0.0,0.0,0.0,0.0,5.0,0.0,0.0,17.0,0.0,0.0,V Sehwag,0.0,0.0,0.0,0.0,KP,2014
18,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,M Vohra,0.0,0.0,0.0,0.0,KP,2014
0,1,0,15.81,4/23,0.0,6.45,10,10.0,0,39.1,SL Malinga,253,14.6,0.0,16,MI,2014
1,0,0,25.42,2/13,3.0,6.47,14,14.0,1,55.0,Harbhajan Singh,356,23.5,0.0,14,MI,2014
2,0,0,26.00,2/31,0.0,6.50,3,3.0,0,12.0,P Kumar,78,24.0,0.0,3,MI,2014
3,0,0,29.20,2/21,0.0,6.53,6,6.0,0,22.2,Z Khan,146,26.8,0.0,5,MI,2014
4,0,0,60.20,2/22,0.0,7.58,11,11.0,1,39.4,JJ Bumrah,301,47.6,0.0,5,MI,2014
5,0,0,16.00,2/32,0.0,8.00,1,1.0,0,4.0,M de Lange,32,12.0,0.0,2,MI,2014
6,0,0,18.83,2/25,1.0,8.07,4,4.0,0,14.0,S Gopal,113,14.0,0.0,6,MI,2014
7,0,0,95.00,2/30,0.0,8.26,12,12.0,1,46.0,PP Ojha,380,69.0,0.0,4,MI,2014
8,0,0,26.00,1/20,5.0,8.66,2,15.0,0,3.0,RG Sharma,26,18.0,0.0,1,MI,2014
9,0,0,46.00,2/18,5.0,10.22,9,12.0,0,18.0,CJ Anderson,184,27.0,0.0,4,MI,2014
10,0,0,131.00,1/33,7.0,10.48,12,15.0,0,25.0,KA Pollard,262,75.0,0.0,2,MI,2014
11,0,0,30.00,2/50,1.0,11.25,2,2.0,0,8.0,K Santokie,90,16.0,0.0,3,MI,2014
12,0,0,34.00,1/34,2.0,11.33,1,8.0,0,3.0,LMP Simmons,34,18.0,0.0,1,MI,2014
13,0,0,35.00,1/35,0.0,11.66,1,1.0,0,3.0,P Suyal,35,18.0,0.0,1,MI,2014
14,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,BR Dunk,0.0,0.0,0.0,0.0,MI,2014
15,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,CM Gautam,0.0,0.0,3.0,0.0,MI,2014
16,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,MEK Hussey,0.0,0.0,0.0,0.0,MI,2014
17,0.0,0.0,0.0,0.0,6.0,0.0,0.0,15.0,0.0,0.0,AT Rayudu,0.0,0.0,0.0,0.0,MI,2014
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,AP Tare,0.0,0.0,3.0,0.0,MI,2014
0,0,0,37.00,1/21,0.0,6.16,2,2.0,0,6.0,R Rampaul,37,36.0,0.0,1,RCB,2014
1,0,0,32.16,2/17,3.0,7.01,14,14.0,1,55.0,YS Chahal,386,27.5,0.0,12,RCB,2014
2,0,0,28.71,2/21,9.0,7.49,14,14.0,0,53.4,MA Starc,402,23.0,0.0,14,RCB,2014
3,0,0,41.33,2/25,0.0,7.75,5,5.0,0,16.0,M Muralitharan,124,32.0,0.0,3,RCB,2014
4,0,0,31.50,1/18,2.0,7.87,6,7.0,0,16.0,JA Morkel,126,24.0,0.0,4,RCB,2014
5,0,0,37.66,1/18,0.0,7.88,4,4.0,0,14.2,AN Ahmed,113,28.6,0.0,3,RCB,2014
6,0,0,0.0,0.0,3.0,8.00,2,9.0,0,2.0,S Rana,16,0.0,0.0,0,RCB,2014
7,0,0,18.68,3/16,0.0,8.15,10,10.0,1,36.4,VR Aaron,299,13.7,0.0,16,RCB,2014
8,1,0,37.40,4/35,4.0,8.25,10,14.0,0,22.4,Yuvraj Singh,187,27.2,0.0,5,RCB,2014
9,0,0,54.00,1/14,0.0,8.70,9,9.0,0,31.0,AB Dinda,270,37.2,0.0,5,RCB,2014
10,0,0,28.25,2/56,0.0,10.27,3,3.0,0,11.0,HV Patel,113,16.5,0.0,4,RCB,2014
11,0,0,0.0,0.0,0.0,11.18,1,1.0,0,3.4,SB Jakati,41,0.0,0.0,0,RCB,2014
12,0.0,0.0,0.0,0.0,7.0,0.0,0.0,14.0,0.0,0.0,AB de Villiers,0.0,0.0,0.0,0.0,RCB,2014
13,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,CH Gayle,0.0,0.0,0.0,0.0,RCB,2014
14,0.0,0.0,0.0,0.0,7.0,0.0,0.0,14.0,0.0,0.0,V Kohli,0.0,0.0,0.0,0.0,RCB,2014
15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,NJ Maddinson,0.0,0.0,0.0,0.0,RCB,2014
16,0.0,0.0,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,PA Patel,0.0,0.0,1.0,0.0,RCB,2014
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,RR Rossouw,0.0,0.0,0.0,0.0,RCB,2014
18,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,YV Takawale,0.0,0.0,1.0,0.0,RCB,2014
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,VH Zol,0.0,0.0,0.0,0.0,RCB,2014
0,0,0,10.75,2/20,0.0,5.37,2,3.0,0,8.0,Ankit Sharma,43,12.0,0.0,4,RR,2014
1,0,0,29.50,1/17,0.0,6.55,3,3.0,0,9.0,R Tewatia,59,27.0,0.0,2,RR,2014
2,0,0,21.33,1/1,3.0,7.11,8,13.0,0,9.0,STR Binny,64,18.0,0.0,3,RR,2014
3,1,0,23.73,4/20,2.0,7.26,13,13.0,0,49.0,PV Tambe,356,19.6,0.0,15,RR,2014
4,0,0,33.50,2/38,2.0,7.44,5,5.0,0,18.0,KK Cooper,134,27.0,0.0,4,RR,2014
5,0,0,23.58,3/23,5.0,7.44,12,12.0,0,38.0,R Bhatia,283,19.0,0.0,12,RR,2014
6,0,0,0.0,0.0,2.0,7.60,3,3.0,0,10.0,TG Southee,76,0.0,0.0,0,RR,2014
7,0,0,22.88,2/18,3.0,7.62,7,7.0,0,27.0,KW Richardson,206,18.0,0.0,9,RR,2014
8,0,0,31.00,1/31,1.0,7.75,1,1.0,0,4.0,BCJ Cutting,31,24.0,0.0,1,RR,2014
9,0,0,23.57,3/13,3.0,7.85,9,13.0,1,21.0,SR Watson,165,18.0,0.0,7,RR,2014
10,0,0,36.83,2/23,2.0,8.18,8,8.0,1,27.0,DS Kulkarni,221,27.0,0.0,6,RR,2014
11,0,0,0.0,0.0,1.0,8.50,1,1.0,0,2.0,Iqbal Abdulla,17,0.0,0.0,0,RR,2014
12,0,0,29.00,1/29,1.0,9.66,1,1.0,0,3.0,VS Malik,29,18.0,0.0,1,RR,2014
13,0,0,38.09,3/11,2.0,9.74,13,13.0,0,43.0,JP Faulkner,419,23.4,0.0,11,RR,2014
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,UBT Chand,0.0,0.0,0.0,0.0,RR,2014
15,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,BJ Hodge,0.0,0.0,0.0,0.0,RR,2014
16,0.0,0.0,0.0,0.0,4.0,0.0,0.0,11.0,0.0,0.0,KK Nair,0.0,0.0,0.0,0.0,RR,2014
17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,AM Nayar,0.0,0.0,0.0,0.0,RR,2014
18,0.0,0.0,0.0,0.0,6.0,0.0,0.0,13.0,0.0,0.0,AM Rahane,0.0,0.0,0.0,0.0,RR,2014
19,0.0,0.0,0.0,0.0,5.0,0.0,0.0,13.0,0.0,0.0,SV Samson,0.0,0.0,2.0,0.0,RR,2014
20,0.0,0.0,0.0,0.0,9.0,0.0,0.0,10.0,0.0,0.0,SPD Smith,0.0,0.0,0.0,0.0,RR,2014
21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,DH Yagnik,0.0,0.0,0.0,0.0,RR,2014
0,1,0,17.70,4/14,2.0,6.65,14,14.0,0,53.1,B Kumar,354,15.9,0.0,20,SRH,2014
1,1,0,25.06,4/38,0.0,7.42,14,14.0,0,50.4,KV Sharma,376,20.2,0.0,15,SRH,2014
2,0,0,39.18,2/20,7.0,7.69,14,14.0,0,56.0,DW Steyn,431,30.5,0.0,11,SRH,2014
3,0,0,0.0,0.0,2.0,8.00,2,7.0,0,2.0,Y Venugopal Rao,16,0.0,0.0,0,SRH,2014
4,0,0,51.25,2/10,2.0,8.66,10,10.0,0,23.4,IK Pathan,205,35.5,0.0,4,SRH,2014
5,0,0,48.57,2/23,0.0,9.06,10,10.0,0,37.3,A Mishra,340,32.1,0.0,7,SRH,2014
6,0,0,33.66,2/37,0.0,9.18,3,3.0,0,11.0,I Sharma,101,22.0,0.0,3,SRH,2014
7,0,0,83.00,1/26,1.0,9.22,3,3.0,0,9.0,Parvez Rasool,83,54.0,0.0,1,SRH,2014
8,0,0,24.00,2/26,1.0,9.60,4,4.0,0,10.0,MC Henriques,96,15.0,0.0,4,SRH,2014
9,0,0,52.33,1/20,5.0,11.21,8,10.0,0,14.0,DJG Sammy,157,28.0,0.0,3,SRH,2014
10,0,0,35.00,1/35,2.0,11.66,1,1.0,0,3.0,JO Holder,35,18.0,0.0,1,SRH,2014
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,S Anirudha,0.0,0.0,0.0,0.0,SRH,2014
12,0.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,0.0,0.0,S Dhawan,0.0,0.0,0.0,0.0,SRH,2014
13,0.0,0.0,0.0,0.0,6.0,0.0,0.0,13.0,0.0,0.0,AJ Finch,0.0,0.0,0.0,0.0,SRH,2014
14,0.0,0.0,0.0,0.0,6.0,0.0,0.0,11.0,0.0,0.0,NV Ojha,0.0,0.0,1.0,0.0,SRH,2014
15,0.0,0.0,0.0,0.0,4.0,0.0,0.0,11.0,0.0,0.0,KL Rahul,0.0,0.0,0.0,0.0,SRH,2014
16,0.0,0.0,0.0,0.0,8.0,0.0,0.0,14.0,0.0,0.0,DA Warner,0.0,0.0,0.0,0.0,SRH,2014
0,0,0,22.80,2/5,3.0,5.84,13,14.0,0,39.0,R Ashwin,228,23.4,0.0,10,CSK,2015
1,0,0,20.27,2/27,2.0,7.19,10,10.0,2,31.0,IC Pandey,223,16.9,0.0,11,CSK,2015
2,1,0,20.40,4/10,3.0,7.24,16,16.0,0,62.0,A Nehra,449,16.9,0.0,22,CSK,2015
3,1,0,30.00,4/11,13.0,7.73,15,17.0,0,42.4,RA Jadeja,330,23.2,0.0,11,CSK,2015
4,0,0,46.50,1/29,11.0,7.75,5,17.0,0,12.0,SK Raina,93,36.0,0.0,2,CSK,2015
5,0,0,16.38,3/22,13.0,8.14,16,17.0,0,52.2,DJ Bravo,426,12.0,0.0,26,CSK,2015
6,0,0,42.00,2/25,4.0,8.40,10,10.0,0,30.0,P Negi,252,30.0,0.0,6,CSK,2015
7,0,0,34.35,3/25,5.0,8.43,16,16.0,0,57.0,MM Sharma,481,24.4,0.0,14,CSK,2015
8,0,0,17.00,1/17,9.0,8.50,1,16.0,0,2.0,DR Smith,17,12.0,0.0,1,CSK,2015
9,0,0,59.00,1/31,1.0,10.11,2,2.0,0,5.5,RG More,59,35.0,0.0,1,CSK,2015
10,0.0,0.0,0.0,0.0,8.0,0.0,0.0,17.0,0.0,0.0,MS Dhoni,0.0,0.0,3.0,0.0,CSK,2015
11,0.0,0.0,0.0,0.0,8.0,0.0,0.0,17.0,0.0,0.0,F du Plessis,0.0,0.0,0.0,0.0,CSK,2015
12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,MEK Hussey,0.0,0.0,0.0,0.0,CSK,2015
13,0.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,0.0,0.0,BB McCullum,0.0,0.0,0.0,0.0,CSK,2015
0,0,0,14.50,1/8,1.0,4.14,3,3.0,0,7.0,J Yadav,29,21.0,0.0,2,DD,2015
1,0,0,0.0,0.0,3.0,6.14,2,4.0,1,7.0,S Nadeem,43,0.0,0.0,0,DD,2015
2,0,0,22.28,2/9,0.0,6.45,7,7.0,1,24.1,Z Khan,156,20.7,0.0,7,DD,2015
3,0,0,25.25,2/18,0.0,7.21,6,6.0,0,14.0,DJ Muthuswami,101,21.0,0.0,4,DD,2015
4,1,0,15.75,4/17,8.0,7.41,9,14.0,0,17.0,JP Duminy,126,12.7,0.0,8,DD,2015
5,1,0,21.40,4/20,5.0,7.55,11,11.0,1,42.3,NM Coulter-Nile,321,17.0,0.0,15,DD,2015
6,0,0,34.44,2/32,2.0,7.71,12,12.0,0,40.1,A Mishra,310,26.7,0.0,9,DD,2015
7,0,0,72.00,1/14,2.0,8.00,6,14.0,0,9.0,Yuvraj Singh,72,54.0,0.0,1,DD,2015
8,0,0,35.14,2/15,5.0,8.20,10,11.0,0,30.0,AD Mathews,246,25.7,0.0,7,DD,2015
9,1,0,20.93,4/28,3.0,8.84,10,10.0,0,35.3,Imran Tahir,314,14.2,0.0,15,DD,2015
10,0,0,36.33,2/21,1.0,9.08,4,4.0,0,12.0,JA Morkel,109,24.0,0.0,3,DD,2015
11,0,0,0.0,0.0,0.0,10.00,1,1.0,0,3.0,JD Unadkat,30,0.0,0.0,0,DD,2015
12,0,0,82.00,1/33,0.0,10.25,2,3.0,0,8.0,GS Sandhu,82,48.0,0.0,1,DD,2015
13,0.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,0.0,0.0,MA Agarwal,0.0,0.0,0.0,0.0,DD,2015
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Q de Kock,0.0,0.0,0.0,0.0,DD,2015
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CM Gautam,0.0,0.0,1.0,0.0,DD,2015
16,0.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,0.0,0.0,SS Iyer,0.0,0.0,0.0,0.0,DD,2015
17,0.0,0.0,0.0,0.0,6.0,0.0,0.0,14.0,0.0,0.0,KM Jadhav,0.0,0.0,2.0,0.0,DD,2015
18,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,MK Tiwary,0.0,0.0,0.0,0.0,DD,2015
19,0.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,0.0,SS Tiwary,0.0,0.0,0.0,0.0,DD,2015
0,0.0,0.0,23.14,3/32,,7.96,13.0,13.0,0.0,40.4,AD Russell,324.0,17.4,,14.0,KKR,2015
1,1.0,0.0,24.45,4/32,,7.68,13.0,13.0,0.0,35.0,PP Chawla,269.0,19.0,,11.0,KKR,2015
2,0.0,0.0,20.60,2/18,,7.35,7.0,7.0,1.0,28.0,M Morkel,206.0,16.8,,10.0,KKR,2015
3,0.0,0.0,38.20,3/33,,9.09,12.0,12.0,0.0,42.0,UT Yadav,382.0,25.2,,10.0,KKR,2015
4,1.0,0.0,16.00,4/29,,6.85,6.0,6.0,0.0,21.0,GB Hogg,144.0,14.0,,9.0,KKR,2015
5,1.0,0.0,33.42,4/19,,7.31,8.0,8.0,0.0,32.0,SP Narine,234.0,27.4,,7.0,KKR,2015
6,0.0,0.0,30.75,2/22,,8.78,4.0,4.0,0.0,14.0,Shakib Al Hasan,123.0,21.0,,4.0,KKR,2015
7,0.0,0.0,48.50,2/40,,9.7,5.0,13.0,0.0,10.0,YK Pathan,97.0,30.0,,2.0,KKR,2015
8,0.0,0.0,28.00,1/28,,14.0,1.0,1.0,0.0,2.0,KC Cariappa,28.0,12.0,,1.0,KKR,2015
9,0.0,0.0,81.00,1/32,,8.1,4.0,4.0,0.0,10.0,J Botha,81.0,60.0,,1.0,KKR,2015
10,0.0,0.0,97.00,1/54,,9.7,3.0,3.0,0.0,10.0,PJ Cummins,97.0,60.0,,1.0,KKR,2015
11,0.0,0.0,0.0,0.0,,4.0,1.0,6.0,0.0,1.0,RN ten Doeschate,4.0,0.0,,0.0,KKR,2015
12,0.0,0.0,0.0,0.0,,13.66,1.0,1.0,0.0,3.0,Azhar Mahmood,41.0,0.0,,0.0,KKR,2015
13,,,,,,,,,,,Records includes the following current or recent matches:,,,,,KKR,2015
14,,,,,,,,,,,"Rajasthan Royals v Kolkata Knight Riders at Mumbai (BS), Pepsi Indian Premier League 54th match, May 16, 2015
[Twenty20]",,,,,KKR,2015
15,,,,,,,,,,,"Mumbai Indians v Kolkata Knight Riders at Mumbai, Pepsi Indian Premier League 51st match, May 14, 2015
[Twenty20]",,,,,KKR,2015
16,,,,,,,,,,,"Kolkata Knight Riders v Kings XI Punjab at Kolkata, Pepsi Indian Premier League 44th match, May 9, 2015
[Twenty20]",,,,,KKR,2015
0,1,0,26.92,4/25,2.0,7.00,14,14.0,4,50.0,Sandeep Sharma,350,23.0,0.0,13,KP,2015
1,0,0,0.0,0.0,4.0,7.00,2,11.0,0,4.0,M Vijay,28,0.0,0.0,0,KP,2015
2,0,0,22.00,2/17,1.0,7.33,3,5.0,0,9.0,Gurkeerat Singh,66,18.0,0.0,3,KP,2015
3,0,0,21.80,2/40,2.0,8.38,4,4.0,0,13.0,BE Hendricks,109,15.6,0.0,5,KP,2015
4,0,0,30.15,2/11,7.0,8.40,14,14.0,0,46.4,AR Patel,392,21.5,0.0,13,KP,2015
5,0,0,31.00,3/23,4.0,9.00,14,14.0,0,51.4,Anureet Singh,465,20.6,0.0,15,KP,2015
6,0,0,110.00,1/12,0.0,9.16,5,5.0,0,12.0,R Dhawan,110,72.0,0.0,1,KP,2015
7,0,0,55.00,1/33,0.0,9.16,2,2.0,0,6.0,NLTC Perera,55,36.0,0.0,1,KP,2015
8,0,0,37.33,2/23,0.0,9.37,9,9.0,1,35.5,MG Johnson,336,23.8,0.0,9,KP,2015
9,0,0,48.50,1/5,2.0,9.70,7,11.0,0,10.0,GJ Maxwell,97,30.0,0.0,2,KP,2015
10,0,0,157.00,1/30,1.0,11.21,4,4.0,0,14.0,Karanveer Singh,157,84.0,0.0,1,KP,2015
11,0,0,38.00,1/38,0.0,12.66,1,1.0,0,3.0,SN Thakur,38,18.0,0.0,1,KP,2015
12,0,0,44.00,1/44,0.0,14.66,1,1.0,0,3.0,Shivam Sharma,44,18.0,0.0,1,KP,2015
13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,GJ Bailey,0.0,0.0,0.0,0.0,KP,2015
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,SE Marsh,0.0,0.0,0.0,0.0,KP,2015
15,0.0,0.0,0.0,0.0,7.0,0.0,0.0,13.0,0.0,0.0,DA Miller,0.0,0.0,0.0,0.0,KP,2015
16,0.0,0.0,0.0,0.0,11.0,0.0,0.0,14.0,0.0,0.0,WP Saha,0.0,0.0,3.0,0.0,KP,2015
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,V Sehwag,0.0,0.0,0.0,0.0,KP,2015
18,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,M Vohra,0.0,0.0,0.0,0.0,KP,2015
0,1,0,18.50,4/23,2.0,7.40,15,15.0,3,60.0,SL Malinga,444,15.0,0.0,24,MI,2015
1,0,0,0.0,0.0,0.0,7.50,1,1.0,1,4.0,M de Lange,30,0.0,0.0,0,MI,2015
2,0,0,24.77,3/27,3.0,7.82,15,15.0,1,57.0,Harbhajan Singh,446,19.0,0.0,18,MI,2015
3,0,0,21.44,3/16,0.0,8.21,12,12.0,0,47.0,MJ McClenaghan,386,15.6,0.0,18,MI,2015
4,0,0,33.00,1/21,1.0,8.25,2,4.0,0,4.0,CJ Anderson,33,24.0,0.0,1,MI,2015
5,0,0,52.57,2/26,6.0,8.45,13,13.0,0,43.3,R Vinay Kumar,368,37.2,0.0,7,MI,2015
6,0,0,33.70,2/14,8.0,8.64,12,13.0,0,39.0,J Suchith,337,23.4,0.0,10,MI,2015
7,0,0,40.00,1/6,9.0,9.47,8,16.0,0,12.4,KA Pollard,120,25.3,0.0,3,MI,2015
8,0,0,0.0,0.0,0.0,9.50,3,3.0,0,10.0,P Suyal,95,0.0,0.0,0,MI,2015
9,0,0,176.00,1/13,6.0,10.35,8,9.0,0,17.0,HH Pandya,176,102.0,0.0,1,MI,2015
10,0,0,23.00,1/23,0.0,10.61,1,1.0,0,2.1,S Gopal,23,13.0,0.0,1,MI,2015
11,0,0,0.0,0.0,0.0,11.50,1,1.0,0,2.0,PP Ojha,23,0.0,0.0,0,MI,2015
12,0,0,61.33,1/38,0.0,12.26,4,4.0,0,15.0,JJ Bumrah,184,30.0,0.0,3,MI,2015
13,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,UBT Chand,0.0,0.0,0.0,0.0,MI,2015
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,AJ Finch,0.0,0.0,0.0,0.0,MI,2015
15,0.0,0.0,0.0,0.0,7.0,0.0,0.0,14.0,0.0,0.0,PA Patel,0.0,0.0,3.0,0.0,MI,2015
16,0.0,0.0,0.0,0.0,9.0,0.0,0.0,15.0,0.0,0.0,AT Rayudu,0.0,0.0,0.0,0.0,MI,2015
17,0.0,0.0,0.0,0.0,5.0,0.0,0.0,16.0,0.0,0.0,RG Sharma,0.0,0.0,0.0,0.0,MI,2015
18,0.0,0.0,0.0,0.0,6.0,0.0,0.0,13.0,0.0,0.0,LMP Simmons,0.0,0.0,0.0,0.0,MI,2015
19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,AP Tare,0.0,0.0,0.0,0.0,MI,2015
0,0,0,0.0,0.0,7.0,5.45,2,16.0,0,1.5,V Kohli,10,0.0,0.0,0,RCB,2015
1,1,0,14.55,4/15,7.0,6.76,12,13.0,1,43.0,MA Starc,291,12.9,0.0,20,RCB,2015
2,1,0,16.50,4/27,1.0,7.33,5,5.0,0,18.0,S Aravind,132,13.5,0.0,8,RCB,2015
3,0,0,19.29,2/12,1.0,7.48,14,15.0,0,43.5,HV Patel,328,15.4,0.0,17,RCB,2015
4,0,0,0.0,0.0,1.0,7.50,1,14.0,0,2.0,CH Gayle,15,0.0,0.0,0,RCB,2015
5,0,0,37.50,2/36,1.0,7.89,5,5.0,1,19.0,Iqbal Abdulla,150,28.5,0.0,4,RCB,2015
6,0,0,0.0,0.0,1.0,8.33,2,2.0,0,3.0,DJG Sammy,25,0.0,0.0,0,RCB,2015
7,1,0,22.06,4/33,5.0,8.33,13,14.0,0,42.2,D Wiese,353,15.8,0.0,16,RCB,2015
8,0,0,18.04,3/40,4.0,8.86,14,15.0,0,46.5,YS Chahal,415,12.2,0.0,23,RCB,2015
9,0,0,59.00,2/24,1.0,10.21,5,6.0,0,17.2,VR Aaron,177,34.6,0.0,3,RCB,2015
10,0,0,128.00,1/28,0.0,10.66,3,3.0,0,12.0,AN Ahmed,128,72.0,0.0,1,RCB,2015
11,0,0,0.0,0.0,0.0,11.40,2,2.0,0,5.0,SA Abbott,57,0.0,0.0,0,RCB,2015
12,0,0,0.0,0.0,1.0,12.40,2,2.0,0,5.0,AB Dinda,62,0.0,0.0,0,RCB,2015
